1592729739525,2,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,2
1592729739546,37,http://localhost/JForum/jforum.page;jsessionid=B235FCFD1F4324707783CB686AC767FB,200,HTTP/1.1 200,Thread Group 1-10,text,true,9943,1,1,36
1592729739603,3,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,3
1592729739624,19,http://localhost/JForum/forums/show/1.page,200,HTTP/1.1 200,Thread Group 1-10,text,true,24626,1,1,12
1592729739661,6,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,6
1592729739689,27,http://localhost/JForum/jforum.page,200,HTTP/1.1 200,Thread Group 1-10,text,true,26105,1,1,17
1592729739733,3,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,2
1592729739756,123,http://localhost/JForum/jforum.page,200,HTTP/1.1 200,Thread Group 1-10,text,true,14815,1,1,121
1592729739887,1,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,1
1592729739894,2,http://localhost/JForum/ping_session.jsp,200,HTTP/1.1 200,Thread Group 1-10,text,true,327,1,1,2
